,verification_status,term,delinq_2yrs_cat,installment,grade,purpose,initial_list_status,dti,amt_difference,acc_ratio,pub_rec_cat,annual_inc,open_acc,loan_status,home_ownership,emp_length,loan_amnt,pub_rec,inq_last_6mths_cat
0,0.139919684678,-0.257334639033,0.0,0.0233522757391,0.0299737045169,0.0,0.0,-0.00518282050888,0.0036649920543,-4.02922431628e-05,0.000743217070897,-0.0479418183863,-0.0607225645085,0.0,0.0,-0.0177780649563,0.201708104809,-0.0106236809989,0.735582290888
1,-0.293289682319,0.132884132067,0.0,-0.188160454345,0.0118118417962,0.0,0.0015173235264,-0.000224259684716,-0.00867082736765,0.000628522970558,0.000478814169765,-0.0455337218692,-0.087374585184,0.0,0.0,0.105880846096,-0.0659181877598,0.0437919883927,-0.115511822936
2,0.0947925202549,-0.0346030382936,0.0,-0.21662009274,-0.0966884188106,0.0,0.00151733814428,-0.00253430033724,0.00329040569564,0.000323917518059,0.00328548056384,-0.0443963363767,-0.101147735777,0.0,0.0,0.0394312205911,0.0558680868149,0.0429109609872,-0.126326665953
3,0.0939364901682,-0.188166648199,0.0,-0.204335262006,0.175563844815,0.0,0.00106774972402,-0.00304367245951,0.00408949347368,0.000408592193077,0.000534255403715,-0.0401071950483,-0.0929852057869,0.0,0.0,-0.199501779154,0.216976014227,0.0409173526863,-0.128352792102
4,0.112958260427,-0.0394881507754,0.0,0.0142534377674,0.207644175837,0.0,0.00151732807358,-0.00134542365869,0.00377836838365,0.000349662303925,0.0034304454426,-0.0440911680957,0.342095314016,0.0,0.0,0.0408604345719,0.109255915781,-0.0114190419515,-0.114658414324
5,0.145972658992,0.279586773962,0.0,0.0229601358871,-0.0521595218778,0.0,0.0,-0.00660203655561,0.00418516039848,0.000259667436282,0.000769522984823,-0.0258297049999,-0.0896496643126,0.0,0.0,0.083334586521,0.0199864177903,0.0430767948925,-0.109933125675
6,-0.310965683435,-0.0657751216491,0.0,-0.188021978562,-0.00681032693266,0.0,0.00112394724429,0.0557384933221,-0.00842167165441,0.000289597907104,-0.00229025204976,-0.0497177896462,-0.0887787322948,0.0,0.0,0.0488085025704,0.00403199291167,-0.0223754712722,-0.127416178448
7,0.122064306438,-0.239004861141,0.0,-0.252836001466,0.213393483932,0.0,0.0,-0.00695513914029,0.00513545128206,-1.42236550649e-06,0.000685900499423,-0.0337768810242,0.32403460443,0.0,0.0,0.0619356503462,0.301143072049,-0.0116956222989,-0.0826730996122
8,-0.332504404585,-0.0637351187815,0.0,0.439135481218,0.0381053166961,0.0,0.00123634121012,-0.00187919295665,-0.0216950893806,0.0029873336091,0.000811808034778,-0.0522590152547,-0.115793543855,0.0,0.0,0.0674590766989,-0.102921488173,-0.0222422990203,-0.110439716267
9,0.120127045587,-0.153644683585,0.0,-0.302570667937,0.0564647221814,0.0,0.0,-0.00621262355397,-0.00312808066607,9.2831949393e-05,0.000645123720169,-0.0390030552571,0.258878537839,0.0,0.0,0.050191858833,-0.0393312670415,-0.0111531075587,-0.0845425980662
