1, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
2, "Male", 1982, "Northeast", "Hispanic", 0, 0, 0
3, "Female", 1983, "Northeast", "Hispanic", 0, 0, 0
4, "Female", 1981, "Northeast", "Hispanic", 0, 0, 0
5, "Male", 1982, "Northeast", "Hispanic", 0, 0, 1
6, "Female", 1982, "Northeast", "Hispanic", 0, 0, 0
7, "Male", 1983, "Northeast", "Hispanic", 2, 0, 0
8, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
9, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
10, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
11, "Female", 1982, "Northeast", "Hispanic", 0, 0, 1
12, "Male", 1981, "Northeast", "Hispanic", 0, 0, 0
13, "Male", 1984, "Northeast", "Hispanic", 3, 1, 0
14, "Male", 1980, "Northeast", "Hispanic", 0, 0, 0
15, "Female", 1983, "Northeast", "Hispanic", 0, 0, 0
16, "Male", 1982, "Northeast", "Hispanic", 13, 1, 1
17, "Female", 1981, "Northeast", "Hispanic", 0, 0, 1
18, "Male", 1982, "Northeast", "Black", 7, 0, 0
19, "Male", 1984, "Northeast", "Black", 1, 0, 0
20, "Male", 1980, "Northeast", "Black", 1, 0, 0
21, "Male", 1982, "Northeast", "Hispanic", 0, 0, 1
22, "Male", 1982, "Northeast", "Hispanic", 0, 0, 1
23, "Female", 1983, "Northeast", "Hispanic", 0, 0, 0
24, "Male", 1984, "Northeast", "Hispanic", 14, 1, 0
25, "Female", 1983, "Northeast", "Hispanic", 0, 0, 0
26, "Male", 1980, "Northeast", "Black", 1, 0, 0
27, "Male", 1981, "Northeast", "Black", 0, 0, 1
28, "Female", 1983, "Northeast", "Black", 0, 0, 0
29, "Female", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
30, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
31, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
32, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
33, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
34, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 1
35, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
36, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 2, 1, 1
37, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 0
38, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 0
39, "Male", 1980, "Northeast", "Hispanic", 0, 1, 1
40, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
41, "Female", 1983, "Northeast", "Non-Black / Non-Hispanic", 2, 1, 0
42, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
43, "Female", 1981, "Northeast", "Black", 1, 0, 0
44, "Male", 1981, "Northeast", "Hispanic", 0, 0, 0
45, "Female", 1984, "Northeast", "Black", 0, 0, 0
46, "Male", 1984, "Northeast", "Black", 14, 1, 0
47, "Female", 1982, "Northeast", "Black", 0, 0, 0
48, "Female", 1983, "Northeast", "Black", 0, 0, 1
49, "Female", 1982, "Northeast", "Black", 0, 1, 0
50, "Female", 1983, "Northeast", "Black", 0, 0, 0
51, "Male", 1980, "Northeast", "Black", 0, 0, 0
52, "Male", 1983, "Northeast", "Black", 0, 0, 0
53, "Female", 1984, "Northeast", "Black", 0, 0, 0
54, "Female", 1984, "Northeast", "Black", 0, 0, 0
55, "Female", 1981, "Northeast", "Hispanic", 0, 0, 0
56, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
57, "Male", 1982, "Northeast", "Black", 0, 0, 0
58, "Male", 1983, "Northeast", "Black", 0, 0, 1
59, "Female", 1981, "Northeast", "Black", 0, 0, 0
60, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
61, "Female", 1983, "Northeast", "Black", 0, 0, 0
62, "Male", 1980, "Northeast", "Black", 0, 0, 0
63, "Female", 1984, "Northeast", "Black", 0, 1, 0
64, "Male", 1980, "Northeast", "Black", 1, 0, 0
65, "Male", 1984, "Northeast", "Black", 0, 0, 0
66, "Male", 1980, "Northeast", "Black", 0, 0, 0
67, "Male", 1980, "Northeast", "Black", 0, 0, 0
68, "Male", 1981, "Northeast", "Black", 0, 1, 0
69, "Female", 1981, "Northeast", "Black", 0, 0, 0
70, "Male", 1982, "Northeast", "Black", 0, 0, 0
71, "Male", 1980, "Northeast", "Black", 0, 0, 0
72, "Female", 1982, "Northeast", "Black", 0, 0, 1
73, "Male", 1984, "Northeast", "Black", 2, 1, 0
74, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 0
75, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
76, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
77, "Female", 1984, "Northeast", "Hispanic", 0, 0, 0
78, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 1, 0, 0
79, "Male", 1983, "Northeast", "Hispanic", 2, 1, 0
80, "Male", 1981, "Northeast", "Black", 4, 0, 1
81, "Female", 1984, "Northeast", "Black", 0, 0, 0
82, "Male", 1984, "Northeast", "Hispanic", 0, 0, 0
83, "Male", 1981, "Northeast", "Hispanic", 2, 0, 0
84, "Female", 1984, "Northeast", "Hispanic", 0, 0, 0
85, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 1, 0, 0
86, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
87, "Male", 1984, "Northeast", "Hispanic", 0, 0, 0
88, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 0
89, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
90, "Male", 1981, "Northeast", "Hispanic", 1, 0, 0
91, "Female", 1982, "Northeast", "Hispanic", 0, 0, 0
92, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
93, "Male", 1983, "Northeast", "Hispanic", 0, 1, 0
94, "Female", 1980, "Northeast", "Black", 0, 0, 1
95, "Male", 1982, "Northeast", "Hispanic", 0, 0, 0
96, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
97, "Male", 1980, "Northeast", "Hispanic", 0, 1, 0
98, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
99, "Male", 1982, "Northeast", "Hispanic", 0, 0, 0
100, "Female", 1981, "Northeast", "Black", 1, 0, 0
101, "Female", 1981, "Northeast", "Black", 0, 0, 0
102, "Female", 1982, "Northeast", "Hispanic", 0, 0, 1
103, "Female", 1983, "Northeast", "Hispanic", 0, 0, 1
104, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
105, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
106, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
107, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
108, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
109, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 1
110, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
111, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 1
112, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
113, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 2, 1, 0
114, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 1, 1, 1
115, "Female", 1984, "Northeast", "Hispanic", 1, 0, 1
116, "Male", 1984, "Northeast", "Black", 1, 0, 0
117, "Male", 1984, "Northeast", "Black", 0, 0, 0
118, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 1, 0, 0
119, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
120, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
121, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
122, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 1
123, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
124, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
125, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
126, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 2, 0, 1
127, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
128, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
129, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
130, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
131, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
132, "Male", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
133, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
134, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
135, "Male", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
136, "Female", 1983, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
137, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
138, "Male", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 1, 0
139, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
140, "Male", 1983, "Northeast", "Hispanic", 0, 0, 0
141, "Female", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
142, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
143, "Male", 1981, "Northeast", "Black", 0, 0, 1
144, "Male", 1982, "Northeast", "Black", 2, 0, 0
145, "Male", 1984, "Northeast", "Black", 0, 0, 0
146, "Male", 1984, "Northeast", "Black", 0, 0, 0
147, "Female", 1984, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
148, "Female", 1982, "Northeast", "Black", 1, 0, 1
149, "Female", 1983, "Northeast", "Black", 0, 0, 0
150, "Male", 1984, "Northeast", "Black", 10, 1, 1
151, "Female", 1982, "Northeast", "Black", 0, 0, 0
152, "Male", 1982, "Northeast", "Black", 3, 0, 1
153, "Female", 1980, "Northeast", "Black", 0, 0, 1
154, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
155, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 1, 0, 1
156, "Male", 1982, "Northeast", "Non-Black / Non-Hispanic", 2, 0, 0
157, "Female", 1982, "Northeast", "Hispanic", 0, 1, 0
158, "Male", 1984, "Northeast", "Hispanic", 0, 0, 0
159, "Female", 1980, "Northeast", "Hispanic", 0, 1, 1
160, "Female", 1981, "Northeast", "Hispanic", 2, 0, 1
161, "Male", 1982, "Northeast", "Hispanic", 11, 1, 1
162, "Female", 1981, "Northeast", "Black", 0, 0, 0
163, "Male", 1983, "Northeast", "Black", 3, 1, 1
164, "Female", 1981, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
165, "Male", 1980, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 0
166, "Female", 1982, "Northeast", "Non-Black / Non-Hispanic", 0, 0, 1
167, "Male", 1984, "Northeast", "Hispanic", 0, 0, 0
